BAL@WSH,Gunnar Henderson,Cade Cavalli,1,confirmed,BAL,683002,676917
BAL@WSH,Taylor Ward,Cade Cavalli,2,confirmed,BAL,621493,676917
BAL@WSH,Adley Rutschman,Cade Cavalli,3,confirmed,BAL,668939,676917
BAL@WSH,Pete Alonso,Cade Cavalli,4,confirmed,BAL,624413,676917
BAL@WSH,Samuel Basallo,Cade Cavalli,5,confirmed,BAL,694212,676917
BAL@WSH,Tyler O'Neill,Cade Cavalli,6,confirmed,BAL,641933,676917
BAL@WSH,Leody Taveras,Cade Cavalli,7,confirmed,BAL,665750,676917
BAL@WSH,Coby Mayo,Cade Cavalli,8,confirmed,BAL,691723,676917
BAL@WSH,Jeremiah Jackson,Cade Cavalli,9,confirmed,BAL,669236,676917
BAL@WSH,James Wood,Chris Bassitt,1,confirmed,WSH,695578,605135
BAL@WSH,Luis García Jr.,Chris Bassitt,2,confirmed,WSH,671277,605135
BAL@WSH,José Tena,Chris Bassitt,3,confirmed,WSH,677588,605135
BAL@WSH,CJ Abrams,Chris Bassitt,4,confirmed,WSH,682928,605135
BAL@WSH,Daylen Lile,Chris Bassitt,5,confirmed,WSH,695734,605135
BAL@WSH,Nasim Nuñez,Chris Bassitt,6,confirmed,WSH,683083,605135
BAL@WSH,Keibert Ruiz,Chris Bassitt,7,confirmed,WSH,660688,605135
BAL@WSH,Jorbit Vivas,Chris Bassitt,8,confirmed,WSH,678391,605135
BAL@WSH,Jacob Young,Chris Bassitt,9,confirmed,WSH,696285,605135
PHI@PIT,Trea Turner,Bubba Chandler,1,confirmed,PHI,607208,696149
PHI@PIT,Kyle Schwarber,Bubba Chandler,2,confirmed,PHI,656941,696149
PHI@PIT,Bryce Harper,Bubba Chandler,3,confirmed,PHI,547180,696149
PHI@PIT,Alec Bohm,Bubba Chandler,4,confirmed,PHI,664761,696149
PHI@PIT,Brandon Marsh,Bubba Chandler,5,confirmed,PHI,669016,696149
PHI@PIT,Adolis García,Bubba Chandler,6,confirmed,PHI,666969,696149
PHI@PIT,Bryson Stott,Bubba Chandler,7,confirmed,PHI,681082,696149
PHI@PIT,J.T. Realmuto,Bubba Chandler,8,confirmed,PHI,592663,696149
PHI@PIT,Justin Crawford,Bubba Chandler,9,confirmed,PHI,702222,696149
PHI@PIT,Oneil Cruz,Cristopher Sánchez,1,confirmed,PIT,665833,650911
PHI@PIT,Konnor Griffin,Cristopher Sánchez,2,confirmed,PIT,804606,650911
PHI@PIT,Bryan Reynolds,Cristopher Sánchez,3,confirmed,PIT,668804,650911
PHI@PIT,Marcell Ozuna,Cristopher Sánchez,4,confirmed,PIT,542303,650911
PHI@PIT,Ryan O'Hearn,Cristopher Sánchez,5,confirmed,PIT,656811,650911
PHI@PIT,Nick Gonzales,Cristopher Sánchez,6,confirmed,PIT,693304,650911
PHI@PIT,Brandon Lowe,Cristopher Sánchez,7,confirmed,PIT,664040,650911
PHI@PIT,Jared Triolo,Cristopher Sánchez,8,confirmed,PIT,669707,650911
PHI@PIT,Henry Davis,Cristopher Sánchez,9,confirmed,PIT,680779,650911
MIA@TB,Xavier Edwards,Nick Martinez,1,confirmed,MIA,669364,607259
MIA@TB,Liam Hicks,Nick Martinez,2,confirmed,MIA,689414,607259
MIA@TB,Otto Lopez,Nick Martinez,3,confirmed,MIA,672640,607259
MIA@TB,Kyle Stowers,Nick Martinez,4,confirmed,MIA,669065,607259
MIA@TB,Connor Norby,Nick Martinez,5,confirmed,MIA,681393,607259
MIA@TB,Jakob Marsee,Nick Martinez,6,confirmed,MIA,805300,607259
MIA@TB,Javier Sanoja,Nick Martinez,7,confirmed,MIA,691594,607259
MIA@TB,Owen Caissie,Nick Martinez,8,confirmed,MIA,683357,607259
MIA@TB,Joe Mack,Nick Martinez,9,confirmed,MIA,691788,607259
MIA@TB,Chandler Simpson,Sandy Alcantara,1,confirmed,TB,802415,645261
MIA@TB,Junior Caminero,Sandy Alcantara,2,confirmed,TB,691406,645261
MIA@TB,Jonathan Aranda,Sandy Alcantara,3,confirmed,TB,666018,645261
MIA@TB,Yandy Díaz,Sandy Alcantara,4,confirmed,TB,650490,645261
MIA@TB,Richie Palacios,Sandy Alcantara,5,confirmed,TB,680700,645261
MIA@TB,Cedric Mullins,Sandy Alcantara,6,confirmed,TB,656775,645261
MIA@TB,Jonny DeLuca,Sandy Alcantara,7,confirmed,TB,676356,645261
MIA@TB,Hunter Feduccia,Sandy Alcantara,8,confirmed,TB,676439,645261
MIA@TB,Taylor Walls,Sandy Alcantara,9,confirmed,TB,670764,645261
CIN@CLE,Dane Myers,Joey Cantillo,1,confirmed,CIN,667472,676282
CIN@CLE,Elly De La Cruz,Joey Cantillo,2,confirmed,CIN,682829,676282
CIN@CLE,Sal Stewart,Joey Cantillo,3,confirmed,CIN,701398,676282
CIN@CLE,Spencer Steer,Joey Cantillo,4,confirmed,CIN,668715,676282
CIN@CLE,JJ Bleday,Joey Cantillo,5,confirmed,CIN,668709,676282
CIN@CLE,Matt McLain,Joey Cantillo,6,confirmed,CIN,680574,676282
CIN@CLE,Blake Dunn,Joey Cantillo,7,confirmed,CIN,694362,676282
CIN@CLE,Jose Trevino,Joey Cantillo,8,confirmed,CIN,624431,676282
CIN@CLE,Ke'Bryan Hayes,Joey Cantillo,9,confirmed,CIN,663647,676282
CIN@CLE,Daniel Schneemann,Chris Paddack,1,confirmed,CLE,682177,663978
CIN@CLE,José Ramírez,Chris Paddack,2,confirmed,CLE,608070,663978
CIN@CLE,Chase DeLauter,Chris Paddack,3,confirmed,CLE,800050,663978
CIN@CLE,Kyle Manzardo,Chris Paddack,4,confirmed,CLE,700932,663978
CIN@CLE,Travis Bazzana,Chris Paddack,5,confirmed,CLE,683953,663978
CIN@CLE,Steven Kwan,Chris Paddack,6,confirmed,CLE,680757,663978
CIN@CLE,Angel Martínez,Chris Paddack,7,confirmed,CLE,682657,663978
CIN@CLE,Austin Hedges,Chris Paddack,8,confirmed,CLE,595978,663978
CIN@CLE,Brayan Rocchio,Chris Paddack,9,confirmed,CLE,677587,663978
TEX@HOU,Joc Pederson,Kai-Wei Teng,1,confirmed,TEX,592626,678906
TEX@HOU,Brandon Nimmo,Kai-Wei Teng,2,confirmed,TEX,607043,678906
TEX@HOU,Josh Jung,Kai-Wei Teng,3,confirmed,TEX,673962,678906
TEX@HOU,Evan Carter,Kai-Wei Teng,4,confirmed,TEX,694497,678906
TEX@HOU,Ezequiel Duran,Kai-Wei Teng,5,confirmed,TEX,677649,678906
TEX@HOU,Alejandro Osuna,Kai-Wei Teng,6,confirmed,TEX,696030,678906
TEX@HOU,Jake Burger,Kai-Wei Teng,7,confirmed,TEX,669394,678906
TEX@HOU,Danny Jansen,Kai-Wei Teng,8,confirmed,TEX,643376,678906
TEX@HOU,Justin Foscue,Kai-Wei Teng,9,confirmed,TEX,679822,678906
TEX@HOU,Jose Altuve,Jacob deGrom,1,confirmed,HOU,514888,594798
