BAL@NYY,Taylor Ward,Ryan Weathers,1,confirmed,BAL,621493,677960
BAL@NYY,Gunnar Henderson,Ryan Weathers,2,confirmed,BAL,683002,677960
BAL@NYY,Adley Rutschman,Ryan Weathers,3,confirmed,BAL,668939,677960
BAL@NYY,Pete Alonso,Ryan Weathers,4,confirmed,BAL,624413,677960
BAL@NYY,Colton Cowser,Ryan Weathers,5,confirmed,BAL,681297,677960
BAL@NYY,Samuel Basallo,Ryan Weathers,6,confirmed,BAL,694212,677960
BAL@NYY,Jeremiah Jackson,Ryan Weathers,7,confirmed,BAL,669236,677960
BAL@NYY,Dylan Beavers,Ryan Weathers,8,confirmed,BAL,687637,677960
BAL@NYY,Blaze Alexander,Ryan Weathers,9,confirmed,BAL,677942,677960
BAL@NYY,Trent Grisham,Kyle Bradish,1,confirmed,NYY,663757,680694
BAL@NYY,Ben Rice,Kyle Bradish,2,confirmed,NYY,700250,680694
BAL@NYY,Aaron Judge,Kyle Bradish,3,confirmed,NYY,592450,680694
BAL@NYY,Cody Bellinger,Kyle Bradish,4,confirmed,NYY,641355,680694
BAL@NYY,Jazz Chisholm Jr.,Kyle Bradish,5,confirmed,NYY,665862,680694
BAL@NYY,Jasson Domínguez,Kyle Bradish,6,confirmed,NYY,691176,680694
BAL@NYY,J.C. Escarra,Kyle Bradish,7,confirmed,NYY,641555,680694
BAL@NYY,Ryan McMahon,Kyle Bradish,8,confirmed,NYY,641857,680694
BAL@NYY,José Caballero,Kyle Bradish,9,confirmed,NYY,676609,680694
TOR@MIN,Jesús Sánchez,Connor Prielipp,1,confirmed,TOR,660821,687570
TOR@MIN,Ernie Clement,Connor Prielipp,2,confirmed,TOR,676391,687570
TOR@MIN,Vladimir Guerrero Jr.,Connor Prielipp,3,confirmed,TOR,665489,687570
TOR@MIN,Kazuma Okamoto,Connor Prielipp,4,confirmed,TOR,672960,687570
TOR@MIN,Lenyn Sosa,Connor Prielipp,5,confirmed,TOR,672820,687570
TOR@MIN,Daulton Varsho,Connor Prielipp,6,confirmed,TOR,662139,687570
TOR@MIN,Myles Straw,Connor Prielipp,7,confirmed,TOR,664702,687570
TOR@MIN,Davis Schneider,Connor Prielipp,8,confirmed,TOR,676914,687570
TOR@MIN,Brandon Valenzuela,Connor Prielipp,9,confirmed,TOR,678218,687570
TOR@MIN,Byron Buxton,Dylan Cease,1,confirmed,MIN,621439,656302
TOR@MIN,Trevor Larnach,Dylan Cease,2,confirmed,MIN,663616,656302
TOR@MIN,Josh Bell,Dylan Cease,3,confirmed,MIN,605137,656302
TOR@MIN,Ryan Jeffers,Dylan Cease,4,confirmed,MIN,680777,656302
TOR@MIN,Kody Clemens,Dylan Cease,5,confirmed,MIN,665019,656302
TOR@MIN,Luke Keaschall,Dylan Cease,6,confirmed,MIN,807712,656302
TOR@MIN,Matt Wallner,Dylan Cease,7,confirmed,MIN,670242,656302
TOR@MIN,Brooks Lee,Dylan Cease,8,confirmed,MIN,686797,656302
TOR@MIN,Tristan Gray,Dylan Cease,9,confirmed,MIN,656484,656302
AZ@CHC,Ketel Marte,Shota Imanaga,1,confirmed,AZ,606466,684007
AZ@CHC,Geraldo Perdomo,Shota Imanaga,2,confirmed,AZ,672695,684007
AZ@CHC,Corbin Carroll,Shota Imanaga,3,confirmed,AZ,682998,684007
AZ@CHC,Ildemaro Vargas,Shota Imanaga,4,confirmed,AZ,545121,684007
AZ@CHC,Lourdes Gurriel Jr.,Shota Imanaga,5,confirmed,AZ,666971,684007
AZ@CHC,Nolan Arenado,Shota Imanaga,6,confirmed,AZ,571448,684007
AZ@CHC,Jose Fernandez,Shota Imanaga,7,confirmed,AZ,699912,684007
AZ@CHC,James McCann,Shota Imanaga,8,confirmed,AZ,543510,684007
AZ@CHC,Jorge Barrosa,Shota Imanaga,9,confirmed,AZ,678489,684007
AZ@CHC,Michael Busch,Ryne Nelson,1,confirmed,CHC,683737,669194
AZ@CHC,Moisés Ballesteros,Ryne Nelson,2,confirmed,CHC,694208,669194
AZ@CHC,Alex Bregman,Ryne Nelson,3,confirmed,CHC,608324,669194
AZ@CHC,Ian Happ,Ryne Nelson,4,confirmed,CHC,664023,669194
AZ@CHC,Seiya Suzuki,Ryne Nelson,5,confirmed,CHC,673548,669194
AZ@CHC,Pete Crow-Armstrong,Ryne Nelson,6,confirmed,CHC,691718,669194
AZ@CHC,Dansby Swanson,Ryne Nelson,7,confirmed,CHC,621020,669194
AZ@CHC,Matt Shaw,Ryne Nelson,8,confirmed,CHC,807713,669194
AZ@CHC,Miguel Amaya,Ryne Nelson,9,confirmed,CHC,665804,669194
CLE@ATH,Steven Kwan,Jacob Lopez,1,confirmed,CLE,680757,682052
CLE@ATH,Angel Martínez,Jacob Lopez,2,confirmed,CLE,682657,682052
CLE@ATH,José Ramírez,Jacob Lopez,3,confirmed,CLE,608070,682052
CLE@ATH,Kyle Manzardo,Jacob Lopez,4,confirmed,CLE,700932,682052
CLE@ATH,Chase DeLauter,Jacob Lopez,5,confirmed,CLE,800050,682052
CLE@ATH,Petey Halpin,Jacob Lopez,6,confirmed,CLE,690984,682052
