alpha,n_pa,missing_pa,logloss,brier,n_hitters,rmse_xwoba_pts,pass_rate_30pts,n_extreme,rmse_xwoba_extreme_pts,pass_rate_extreme,rmse_k_pct,rmse_bb_pct,rmse_hr_pct
0.0,13732,0,1.4897415283279847,0.6956590080842308,3567,204.24510847673352,0.11494252873563218,230,234.38243888122415,0.1,0.23319243539478224,0.1557285705979971,0.08872606334177799
0.25,13541,191,1.488824375795541,0.6950945229092345,3512,204.75753037287288,0.11560364464692482,218,228.46226660708993,0.11009174311926606,0.23251130212500265,0.15496740067961248,0.0890798516434477
0.5,13541,191,1.4887875962243258,0.6950860391540503,3512,204.734694772059,0.1158883826879271,221,227.0510193629487,0.1085972850678733,0.23251130212500265,0.15496740067961248,0.08908068524515071
1.0,13541,191,1.488820878742464,0.6950830180632261,3512,204.69121581785225,0.11560364464692482,219,222.334402119063,0.1050228310502283,0.23251130212500265,0.15496740067961248,0.08908534394097951
2.0,13541,191,1.4889197705334987,0.6950882453953875,3512,204.6316665858389,0.11560364464692482,223,221.385697073162,0.10762331838565023,0.23251130212500265,0.15496740067961248,0.08909584106561103
